nombre,tipo,eslora,manga,calado,año,origen,bandera,imo,puertoDestino,urlPuertoDestino,puertoOrigen,urlPuertoOrigen,ETA,ETAPredecido,distancia,tiempo,rumbo,velocidad,caladoActual,estadoNavegacion,ultimaPosicionRecibida,MMSI,signal,GT,DWT,TEU,crudo,grano,fardo,puerto01_nombre,puerto01_llegada,puerto01_salida,puerto01_tiempo,puerto02_nombre,puerto02_llegada,puerto02_salida,puerto02_tiempo,puerto03_nombre,puerto03_llegada,puerto03_salida,puerto03_tiempo,puerto04_nombre,puerto04_llegada,puerto04_salida,puerto04_tiempo,puerto05_nombre,puerto05_llegada,puerto05_salida,puerto05_tiempo
BRIGHT CREST,Crude Oil Tanker,340,60,,2019,,Panama,9787792,,,,,,,,,311.6°,14.4 kn,11.2 m,-,"Apr 20, 2023 03:13 UTC",354479000,3FIH4,160047,312501,-,-,-,-,"Singapore Anch. 5, Singapore","Apr 18, 06:22","Apr 19, 04:58",22h 36m,"Mizushima, Japan","Apr 9, 02:03","Apr 10, 00:31",22h 27m,"Sendai, Japan","Apr 5, 01:15","Apr 6, 03:59",1d 2h,"Kiire, Japan","Mar 31, 22:12","Apr 1, 22:26",1d,"Ras Tanura, Saudi Arabia","Mar 6, 00:15","Mar 7, 01:03",1d
NIOVI,Crude Oil Tanker,333,58,,2005,,Panama,9292498,,,,,,-,,,145°,0.0 kn,11.0 m,Moored,"Apr 23, 2023 00:07 UTC",355943000,3FUS9,160046,309164,-,,-,-,"Dubai / Port Rashid, United Arab Emirates (UAE)","Apr 19, 07:42",-,-,"Dubai Anch., United Arab Emirates (UAE)","Apr 15, 08:13","Apr 19, 02:48",3d 18h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 2, 20:51","Apr 14, 16:40",11d 19h,"Mumbai (ex Bombay), India","Mar 29, 12:30","Mar 30, 12:47",1d,"Mumbai (ex Bombay) Anch., India","Mar 28, 22:08","Mar 29, 07:47",9h 38m
LIANA,Crude Oil Tanker,333,58,,2005,,Panama,9292486,,,,,,-,,,185.6°,0.1 kn,11.0 m,At anchor,"Apr 22, 2023 19:11 UTC",352001335,3E4065,160046,306999,-,,-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 22, 04:39",-,-,"EOPL Singapore Anch., Singapore","Mar 31, 09:23","Apr 9, 16:47",9d 7h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 16, 18:37","Mar 16, 21:37",3h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 15, 22:04","Mar 16, 16:56",18h 51m,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 12, 15:19","Mar 15, 15:42",3d
NEW PEARL,Crude Oil Tanker,333,60,,2011,,Hong Kong,9468322,,,,,,,,,120.4°,13.1 kn,19.5 m,-,"Apr 18, 2023 15:03 UTC",477477900,VROQ2,160043,301866,-,,-,-,"Zirku Tanker North Anch., United Arab Emirates (UAE)","Apr 14, 03:31","Apr 16, 10:34",2d 7h,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 12, 02:32","Apr 12, 22:58",20h 26m,"Ras Tanura Anch., Saudi Arabia","Apr 11, 19:31","Apr 11, 23:29",3h 58m,"Singapore Anch. 5, Singapore","Mar 30, 01:34","Mar 30, 22:44",21h 9m,"Huizhou, China","Mar 23, 03:04","Mar 25, 09:54",2d 6h
ELI AKASO,Crude Oil Tanker,333,58,,1999,,Panama,9164847,,,,,,-,,,131°,0.1 kn,10.3 m,At anchor,"Apr 23, 2023 00:44 UTC",370570000,3FNX9,160036,310137,-,,-,-,,,,,,,,,,,,,,,,,,,,
TENRYU,Crude Oil Tanker,339,60,,2019,,Liberia,9827358,,,,,,-,,,275°,2.6 kn,10.7 m,Under way,"Apr 23, 2023 00:49 UTC",636019351,D5UC5,160008,312611,-,-,-,-,"Yokohama, Japan","Apr 13, 00:47","Apr 15, 02:36",2d 1h,"Kiire, Japan","Apr 9, 23:11","Apr 10, 14:18",15h 7m,"Ras Tanura, Saudi Arabia","Mar 20, 13:03","Mar 22, 09:05",1d 20h,"Singapore Anch. 5, Singapore","Mar 9, 02:12","Mar 10, 01:49",23h 37m,"Kawasaki, Japan","Feb 28, 00:23","Mar 1, 00:37",1d
MS MELENIA,Crude Oil Tanker,333,60,,2005,,Panama,9302023,,,,,,-,,,168.2°,4.1 kn,10.5 m,Under way,"Apr 22, 2023 21:40 UTC",374128000,3FSO7,160007,299998,-,,-,-,"Sint Eustatius Anch., Bonaire,St Eustatius & Saba","Mar 16, 13:59","Mar 18, 00:00",1d 10h,,,,,,,,,,,,,,,,
PIS PIONEER,Crude Oil Tanker,333,60,,2004,,Panama,9294563,,,,,,-,,,84.5°,0.0 kn,10.7 m,At anchor,"Apr 23, 2023 00:48 UTC",355015000,H8UX,160007,303430,-,,-,-,"Basrah Oil Terminal Anch., Iraq","Apr 4, 21:24",-,-,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 2, 05:01","Apr 2, 21:01",16h,"Paradip Garh Oil Term., India","Mar 22, 04:35","Mar 23, 15:39",1d 11h,"Paradip Garh Oil Term.Anch., India","Mar 19, 07:28","Mar 22, 01:14",2d 17h,"Basrah Oil Terminal Anch., Iraq","Mar 7, 21:14","Mar 8, 09:44",12h 29m
IDEMITSU MARU,Crude Oil Tanker,333,60,,2007,,Panama,9334210,,,,,,,,,288.4°,14.9 kn,10.7 m,Under way,"Apr 23, 2023 00:42 UTC",353841000,3ENL6,159991,300433,-,,-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 21, 02:07","Apr 22, 19:02",1d 16h,"Singapore Anch. 5, Singapore","Apr 11, 00:02","Apr 11, 07:35",7h 33m,"Nagoya Anch., Japan","Mar 30, 02:44","Apr 1, 01:20",1d 22h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Feb 25, 09:49","Feb 26, 12:48",1d 2h,,,,
ABIE,Crude Oil Tanker,333,58,,2002,,Panama,9247182,,,,,,,,,249.4°,7.1 kn,21.9 m,-,"Mar 15, 2023 20:09 UTC",352001892,3E3707,159990,302986,-,,-,-,"Malongo Oil Field Term., Unknown","Mar 11, 16:23","Mar 13, 19:00",2d 2h,,,,,,,,,,,,,,,,
HARAD,Crude Oil Tanker,333,58,,2001,,Saudi Arabia,9220952,,,,,,-,,,157.2°,0.1 kn,22.4 m,At anchor,"Apr 23, 2023 00:42 UTC",403543000,HZGB,159990,303115,-,,-,-,"Ain Sukhna Anch., Egypt","Apr 17, 04:33",-,-,"Ar Rayis, Saudi Arabia","Apr 13, 21:46","Apr 15, 06:28",1d 8h,"Ain Sukhna Oil Field Term., Egypt","Apr 8, 04:37","Apr 10, 00:24",1d 19h,"Ain Sukhna Anch., Egypt","Mar 29, 23:27","Apr 8, 03:36",9d 4h,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 16, 23:40","Mar 18, 16:56",1d 17h
MARJAN,Crude Oil Tanker,333,56,,2002,,Saudi Arabia,9220964,,,,,,-,,,355.9°,0.1 kn,-,Moored,"Apr 23, 2023 00:36 UTC",403521000,HZIS,159990,302977,-,,-,-,"Ain Sukhna Anch., Egypt","Apr 20, 18:30","Apr 21, 06:10",11h 40m,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 7, 05:46","Apr 9, 01:00",1d 19h,"Ras Tanura Anch., Saudi Arabia","Apr 5, 06:44","Apr 7, 02:31",1d 19h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 31, 07:09","Apr 1, 03:53",20h 43m,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 11, 02:15","Mar 12, 19:04",1d 16h
SAFWA,Crude Oil Tanker,333,58,,2002,,Saudi Arabia,9223887,,,,,,-,,,180°,1.7 kn,11.2 m,Sailing,"Apr 22, 2023 13:33 UTC",403544000,HZGC,159990,303139,-,,-,-,"Ain Sukhna Anch., Egypt","Apr 3, 15:10","Apr 17, 05:55",13d 14h,"Ar Rayis, Saudi Arabia","Mar 31, 05:26","Apr 1, 18:24",1d 12h,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 15, 03:59","Mar 17, 10:51",2d 6h,"Ras Tanura Anch., Saudi Arabia","Mar 12, 14:32","Mar 15, 01:02",2d 10h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 10, 01:09","Mar 11, 02:21",1d 1h
RAYAH,Crude Oil Tanker,333,60,-,2021,-,Saudi Arabia,9897743,,,,,,-,,,96.6°,0.1 kn,10.7 m,Moored,"Apr 23, 2023 00:12 UTC",403542000,HZJV,159970,318990,-,-,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 21, 22:14",-,-,"Ras Tanura Anch., Saudi Arabia","Apr 20, 13:04","Apr 21, 18:30",1d 5h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 17, 11:00","Apr 18, 22:28",1d 11h,"Singapore, Singapore","Mar 26, 02:18","Apr 6, 00:28",10d 22h,"Sriracha Term., Thailand","Mar 21, 00:33","Mar 23, 05:45",2d 5h
KITSOS,Crude Oil Tanker,333,60,,2011,,Liberia,9568809,,,,,,,,,147°,12.1 kn,19.4 m,-,"Apr 22, 2023 00:30 UTC",636021032,5LBX5,159963,305484,-,,-,-,"Zirku Oil Term., United Arab Emirates (UAE)","Apr 19, 15:37","Apr 20, 17:15",1d 1h,"Zirku Tanker North Anch., United Arab Emirates (UAE)","Apr 19, 08:25","Apr 19, 14:29",6h 3m,"Ras Tanura, Saudi Arabia","Apr 17, 00:56","Apr 18, 05:31",1d 4h,"Ras Tanura Anch., Saudi Arabia","Apr 16, 16:29","Apr 17, 00:39",8h 10m,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 13, 03:19","Apr 14, 15:31",1d 12h
MARINE HOPE,Crude Oil Tanker,333,60,,2019,,Marshall Islands,9794006,,,,,,-,,,64.2°,0.0 kn,19.9 m,Moored,"Apr 22, 2023 23:23 UTC",538008159,V7A2026,159962,318747,-,-,-,-,"Fos sur mer, France","Apr 22, 03:55",-,-,"Fos-sur-Mer Anch., France","Apr 11, 18:32","Apr 12, 20:40",1d 2h,"Malongo Oil Field Term., Unknown","Mar 25, 11:06","Mar 26, 15:14",1d 4h,"Cabinda Anch., Angola","Mar 25, 03:34","Mar 25, 10:38",7h 3m,"Escravos Oil Field Term., Unknown","Mar 20, 06:29","Mar 22, 15:32",2d 9h
MIRACLE HOPE,Crude Oil Tanker,333,60,,2019,,Marshall Islands,9794018,,,,,,-,,,72.1°,0.0 kn,11.0 m,Moored,"Apr 22, 2023 14:08 UTC",538008219,V7A2099,159962,318747,-,-,-,-,"Porto Du Acu, Brazil","Apr 21, 14:43",-,-,"Porto Du Acu Anch., Brazil","Apr 16, 20:48","Apr 21, 13:12",4d 16h,"Singapore Anch. 4, Singapore","Mar 10, 07:30","Mar 11, 09:35",1d 2h,"Onsan, Korea","Feb 28, 00:33","Mar 2, 07:11",2d 6h,,,,
ATILA,Crude Oil Tanker,333,60,,2003,,Cameroon,9262754,,,,,,-,,,62.5°,0.0 kn,10.0 m,At anchor,"Apr 23, 2023 00:48 UTC",613769400,TJM0033,159960,300667,-,,-,-,"Singapore Anch. 4, Singapore","Apr 20, 14:51",-,-,"Tanjung Pelepas Anch., Malaysia","Apr 15, 11:05","Apr 20, 04:50",4d 17h,"Tanjung Pelepas Anch., Malaysia","Apr 7, 13:20","Apr 15, 10:38",7d 21h,"Tanjung Pelepas Anch., Malaysia","Mar 29, 09:30","Apr 7, 12:49",9d 3h,"Tanjung Pelepas Anch., Malaysia","Mar 26, 12:49","Mar 29, 09:16",2d 20h
HESTIA,Crude Oil Tanker,333,60,,2005,,Hong Kong,9310654,,,,,,-,,,63.5°,11.7 kn,10.8 m,-,"Apr 8, 2023 23:02 UTC",477842300,VRUW3,159953,299990,-,,-,-,"Singapore Anch. 4, Singapore","Apr 5, 09:41","Apr 8, 19:41",3d 9h,,,,,,,,,,,,,,,,
ATLANTIC PIONEER,Crude Oil Tanker,333,60,,2009,,Panama,9397145,,,,,,,,,292.6°,10.9 kn,10.5 m,Under way,"Apr 23, 2023 00:45 UTC",357711000,3FPX6,159943,302303,-,,-,-,"Singapore Anch. 5, Singapore","Apr 21, 23:48","Apr 22, 15:04",15h 16m,"Sriracha Term., Thailand","Apr 16, 13:34","Apr 19, 06:20",2d 16h,"Fujairah, United Arab Emirates (UAE)","Mar 28, 03:10","Mar 29, 18:58",1d 15h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 26, 15:51","Mar 28, 00:06",1d 8h,"Zirku Tanker North Anch., United Arab Emirates (UAE)","Mar 23, 19:33","Mar 24, 07:51",12h 17m
YAKUMOSAN,Crude Oil Tanker,333,60,,2008,,Marshall Islands,9362877,,,,,,,,,258.7°,4.7 kn,10.4 m,Under way,"Apr 23, 2023 00:50 UTC",538003428,V7QS7,159943,302165,-,,-,-,"Huizhou, China","Apr 16, 01:17","Apr 18, 06:06",2d 4h,"Huizhou Anch., China","Apr 15, 16:34","Apr 15, 22:52",6h 17m,"Lanshan, China","Apr 8, 23:34","Apr 10, 02:23",1d 2h,,,,,,,,
APOLLO HARMONY,Crude Oil Tanker,333,60,,2010,,Panama,9391775,,,,,,-,,,247.2°,0.0 kn,20.0 m,At anchor,"Apr 22, 2023 18:11 UTC",372324000,3FUN4,159941,301583,-,,-,-,"Nagoya Anch., Japan","Apr 17, 02:45",-,-,"Fujairah, United Arab Emirates (UAE)","Mar 26, 06:46","Mar 27, 06:05",23h 19m,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 19, 21:11","Mar 26, 06:12",6d 9h,"Ras Tanura Anch., Saudi Arabia","Mar 17, 14:23","Mar 17, 15:44",1h 20m,"Jazirat Halul, Qatar","Mar 15, 18:40","Mar 16, 14:38",19h 57m
SAKE,Crude Oil Tanker,333,60,,2005,,Liberia,9320831,,,,,,-,,,228.5°,0.0 kn,20.5 m,At anchor,"Apr 23, 2023 00:45 UTC",636019999,D5XE4,159938,300390,-,,-,-,"Pasir Gudang, Johor Anch., Malaysia","Apr 9, 07:01",-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 24, 12:22","Mar 26, 13:23",2d 1h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 20, 01:36","Mar 21, 16:21",1d 14h,"Sika Anch., India","Mar 11, 01:47","Mar 14, 09:00",3d 7h,"Basrah Oil Terminal Anch., Iraq","Mar 5, 21:41","Mar 6, 09:49",12h 7m
SETAGAWA,Crude Oil Tanker,333,60,,2009,,Panama,9391763,,,,,,,,,288°,11.1 kn,14.5 m,Under way,"Apr 23, 2023 00:47 UTC",373604000,3FVC7,159936,299998,-,,-,-,"Tomakomai, Japan","Apr 19, 00:24","Apr 19, 23:44",23h 19m,"Ras Tanura, Saudi Arabia","Mar 12, 16:35","Mar 14, 05:12",1d 12h,"Ras Tanura Anch., Saudi Arabia","Mar 8, 06:13","Mar 12, 11:37",4d 5h,"Mina' al Ahmadi Oil Field Term., Kuwait","Mar 6, 21:18","Mar 7, 12:16",14h 58m,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 2, 22:29","Mar 5, 01:08",2d 2h
TOSA,Crude Oil Tanker,333,60,,2008,,Liberia,9343388,,,,,,-,,,62.2°,10.8 kn,19.1 m,-,"Apr 18, 2023 10:21 UTC",636021886,5LGE3,159930,302159,-,,-,-,"Pengerang, Malaysia","Apr 15, 04:13","Apr 18, 07:30",3d 3h,"Singapore Anch. 5, Singapore","Mar 3, 02:59","Mar 4, 01:36",22h 36m,"Sriracha Term., Thailand","Feb 25, 09:05","Feb 27, 17:41",2d 8h,,,,,,,,
TENJUN,Crude Oil Tanker,333,60,,2008,,Panama,9343390,,,,,,-,,,318.1°,0.0 kn,10.7 m,At anchor,"Apr 22, 2023 18:12 UTC",370526000,3ETD4,159927,302107,-,,-,-,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 16, 08:04",-,-,"Sika Term., India","Apr 12, 02:18","Apr 13, 21:16",1d 18h,"Sika Anch., India","Apr 11, 08:41","Apr 11, 21:38",12h 57m,"Basrah Oil Terminal Anch., Iraq","Apr 5, 09:37","Apr 6, 05:19",19h 41m,"Basrah Oil Terminal, Iraq","Apr 2, 18:59","Apr 5, 09:16",2d 14h
FIONA II,Crude Oil Tanker,333,60,,2003,,Panama,9262766,,,,,,-,,,26.2°,0.0 kn,10.5 m,-,"Apr 21, 2023 19:39 UTC",351073000,HPOE,159912,300727,-,,-,-,"EOPL Singapore Anch., Singapore","Apr 11, 02:59",-,-,"EOPL Singapore Anch., Singapore","Mar 2, 08:54","Apr 11, 02:54",39d 17h,,,,,,,,,,,,
SINGAPORE LOYALTY,Crude Oil Tanker,333,58,,2007,,Marshall Islands,9322293,,,,,,-,,,214.1°,0.0 kn,20.0 m,-,"Apr 20, 2023 03:14 UTC",538010197,V7A5740,159911,307284,-,,-,-,"Sohar Anch., Oman","Apr 19, 20:59",-,-,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 19, 09:35","Apr 19, 17:33",7h 58m,"Basrah Oil Terminal Anch., Iraq","Apr 7, 15:55","Apr 17, 09:32",9d 17h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 5, 06:31","Apr 5, 18:05",11h 33m,"Singapore Anch. 4, Singapore","Mar 25, 01:14","Mar 25, 22:39",21h 25m
NEWTON,Crude Oil Tanker,333,58,,2009,,Liberia,9358292,,,,,,-,,,317.7°,12.2 kn,11.0 m,-,"Apr 16, 2023 10:46 UTC",636020224,D5YF4,159911,307284,-,,-,-,"Singapore Anch. 5, Singapore","Apr 14, 14:47","Apr 15, 08:55",18h 7m,"Basrah Oil Terminal, Iraq","Mar 21, 15:54","Mar 24, 17:55",3d 2h,"Basrah Oil Terminal Anch., Iraq","Mar 20, 23:50","Mar 21, 15:45",15h 55m,"Mesaieed Anch., Qatar","Mar 17, 20:41","Mar 19, 12:18",1d 15h,"Sungai Linggi, Malaysia","Mar 2, 23:33","Mar 4, 13:56",1d 14h
NAUTICA,Crude Oil Tanker,333,58,,2008,,Liberia,9323948,,,,,,-,,,79.5°,0.0 kn,11.5 m,At anchor,"Apr 23, 2023 00:44 UTC",636018944,D5SD6,159911,307284,-,,-,-,"Sungai Linggi, Malaysia","Apr 19, 03:10",-,-,"Singapore Anch. 3, Singapore","Apr 14, 23:10","Apr 18, 15:19",3d 16h,"Qushan Island Anch., China","Apr 5, 02:38","Apr 5, 09:39",7h,"Qushan Island Anch., China","Mar 28, 10:48","Mar 28, 14:03",3h 15m,"Qushan Island, China","Mar 18, 09:22","Mar 28, 10:41",10d 1h
PACIFIC LOYALTY,Crude Oil Tanker,333,58,,2006,,Marshall Islands,9312494,,,,,,-,,,114.6°,11.4 kn,14.1 m,-,"Apr 22, 2023 06:35 UTC",538010165,V7A5702,159911,307284,-,,-,-,"Ain Sukhna Anch., Egypt","Apr 15, 06:55","Apr 15, 09:50",2h 54m,"Basrah Oil Terminal Anch., Iraq","Apr 2, 07:30","Apr 3, 23:12",1d 15h,"Basrah Oil Terminal, Iraq","Mar 30, 00:41","Apr 2, 06:56",3d 6h,"Basrah Oil Terminal Anch., Iraq","Mar 29, 14:18","Mar 29, 23:34",9h 16m,"Al Fujayrah Anch., United Arab Emirates (UAE)","Mar 25, 21:06","Mar 27, 09:51",1d 12h
NOBLE,Crude Oil Tanker,333,58,,2008,,Liberia,9358280,,,,,,-,,,40.6°,10.7 kn,21.7 m,-,"Apr 21, 2023 21:19 UTC",636019743,D5VY3,159911,307284,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 18, 20:11","Apr 20, 12:06",1d 15h,"Ras Tanura Anch., Saudi Arabia","Apr 16, 20:30","Apr 18, 16:15",1d 19h,"Ras Tanura Anch., Saudi Arabia","Apr 16, 08:43","Apr 16, 17:13",8h 29m,"Sungai Linggi, Malaysia","Mar 29, 15:22","Mar 31, 03:19",1d 11h,"Lanshan, China","Mar 19, 01:38","Mar 20, 10:15",1d 8h
MONACO LOYALTY,Crude Oil Tanker,334,58,,2007,,Marshall Islands,9312511,,,,,,,,,211.9°,13.2 kn,11.0 m,-,"Apr 21, 2023 11:41 UTC",538010188,V7A5729,159911,307284,-,,-,-,"Kaohsiung Anch., Taiwan","Apr 18, 00:00","Apr 19, 02:17",1d 2h,,,,,,,,,,,,,,,,
NECTAR,Crude Oil Tanker,333,55,,2008,,Liberia,9323936,,,,,,-,,,285.2°,0.4 kn,11.0 m,At anchor,"Apr 23, 2023 00:53 UTC",636018945,D5SD7,159911,307284,-,,-,-,"As Suways (Suez) Anch., Egypt","Apr 22, 07:54",-,-,"Sungai Linggi, Malaysia","Apr 2, 14:08","Apr 3, 14:02",23h 53m,"Singapore, Singapore","Apr 1, 13:31","Apr 2, 03:57",14h 25m,"Singapore, Singapore","Mar 29, 06:37","Apr 1, 13:27",3d 6h,"Singapore Anch. 1, Singapore","Mar 29, 00:46","Mar 29, 06:32",5h 46m
PRINCESS MARY,Crude Oil Tanker,333,60,,2004,,Liberia,9295593,,,,,,-,,,168.8°,0.0 kn,10.5 m,At anchor,"Apr 23, 2023 00:43 UTC",636018737,D5RD8,159903,306206,-,-,-,-,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 19, 19:48",-,-,"Mumbai (ex Bombay), India","Apr 15, 15:17","Apr 16, 21:35",1d 6h,"Kochi, India","Apr 11, 10:55","Apr 13, 10:02",1d 23h,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 3, 19:22","Apr 5, 12:34",1d 17h,"Ras Tanura Anch., Saudi Arabia","Apr 2, 15:44","Apr 3, 16:46",1d 1h
CITY OF TOKYO,Crude Oil Tanker,333,60,,2004,,Liberia,9267118,,,,,,,,,125°,12.8 kn,19.9 m,-,"Apr 20, 2023 20:25 UTC",636018954,D5SE8,159872,303994,-,,-,-,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 15, 11:12","Apr 15, 17:18",6h 5m,"Fujairah, United Arab Emirates (UAE)","Apr 13, 20:43","Apr 15, 10:54",1d 14h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 13, 08:06","Apr 13, 20:20",12h 14m,"Singapore Anch. 4, Singapore","Apr 2, 07:48","Apr 3, 04:44",20h 56m,"Qingdao, China","Mar 22, 08:38","Mar 25, 02:39",2d 18h
FPMC C INTELLIGENCE,Crude Oil Tanker,333,60,,2010,,Liberia,9397779,,,,,,-,,,19.6°,12.7 kn,19.6 m,-,"Apr 18, 2023 06:51 UTC",636014591,A8VE4,159869,301861,-,,-,-,"Mina' al Ahmadi Oil Field Term., Kuwait","Apr 3, 06:50","Apr 4, 06:39",23h 49m,"Mina' al Ahmadi Oil Field Term., Kuwait","Apr 3, 05:45","Apr 3, 06:07",22m,"Mina' al Ahmadi Oil Field Term., Kuwait","Apr 2, 16:01","Apr 3, 05:01",12h 59m,"Mina' al Fahl Term., Oman","Mar 29, 18:45","Mar 31, 03:25",1d 8h,"Mina al Fahl Anch., Oman","Mar 28, 13:01","Mar 29, 15:50",1d 2h
FPMC C KNIGHT,Crude Oil Tanker,333,60,,2011,,Liberia,9419967,,,,,,-,,,50.2°,0.0 kn,10.5 m,Moored,"Apr 23, 2023 00:48 UTC",636014907,A8XJ3,159869,301861,-,,-,-,"Ras Tanura, Saudi Arabia","Apr 22, 23:01",-,-,"Ras Tanura Anch., Saudi Arabia","Apr 21, 22:25","Apr 22, 22:48",1d,"Singapore Anch. 5, Singapore","Apr 8, 06:41","Apr 9, 05:47",23h 6m,"Mailiao, Taiwan","Mar 31, 09:32","Apr 2, 17:29",2d 7h,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 9, 00:58","Mar 10, 18:13",1d 17h
FPMC C LORD,Crude Oil Tanker,333,60,,2011,,Liberia,9447574,,,,,,-,,,308°,14.2 kn,10.8 m,Under way,"Apr 22, 2023 13:29 UTC",636014909,A8XJ5,159869,301861,-,,-,-,"Singapore Anch. 5, Singapore","Apr 16, 10:26","Apr 17, 00:17",13h 51m,"Mailiao, Taiwan","Apr 9, 03:00","Apr 11, 08:25",2d 5h,"Mina' al Ahmadi Oil Field Term., Kuwait","Mar 18, 05:55","Mar 18, 20:26",14h 31m,"Mailiao, Taiwan",-,"Feb 23, 07:46",-,,,,
FPMC C JADE,Crude Oil Tanker,333,60,,2010,,Liberia,9407316,,,,,,,,,223.5°,12.7 kn,11.0 m,-,"Apr 22, 2023 10:18 UTC",636014592,A8VE5,159869,301785,-,,-,-,"Mailiao, Taiwan","Apr 20, 01:39","Apr 22, 03:12",2d 1h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 2, 07:26","Apr 2, 23:01",15h 35m,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 29, 08:39","Mar 31, 16:50",2d 8h,"Ras Tanura Anch., Saudi Arabia","Mar 28, 02:52","Mar 29, 04:41",1d 1h,"Singapore Anch. 5, Singapore","Mar 11, 18:19","Mar 12, 08:48",14h 29m
HAKATA,Crude Oil Tanker,333,60,,2010,,France,9346952,,,,,,,,,200°,13.5 kn,11.0 m,-,"Apr 19, 2023 22:32 UTC",228059600,FISJ,159867,302550,-,,-,-,"Xiuyu, China","Apr 16, 00:23","Apr 19, 07:40",3d 7h,"Al Shaheen Oil Field Term., Qatar","Mar 20, 08:19","Mar 21, 09:18",1d,"Al Shaheen Oil Field Term., Qatar","Mar 18, 13:55","Mar 20, 05:32",1d 15h,"Ar Ruways Anch., United Arab Emirates (UAE)","Mar 17, 09:43","Mar 17, 15:25",5h 41m,"Jebel Dhanna Term., United Arab Emirates (UAE)","Mar 16, 02:25","Mar 17, 09:24",1d 6h
HAKONE,Crude Oil Tanker,330,60,,2010,,Greece,9398084,,,,,,,,,130°,12.8 kn,19.8 m,-,"Apr 16, 2023 15:21 UTC",241361000,SVCC5,159867,302624,-,,-,-,"Ingleside, United States (USA)","Apr 5, 20:31","Apr 7, 16:04",1d 19h,"Corpus Christi Anch., United States (USA)","Apr 4, 16:44","Apr 5, 17:45",1d 1h,"Sidi Kerir Terminal Anch., Egypt","Mar 2, 10:54","Mar 2, 12:29",1h 34m,"As Suways (Suez) Anch., Egypt","Feb 28, 11:43","Mar 1, 05:48",18h 5m,"Ain Sukhna Oil Field Term., Egypt","Feb 27, 17:13","Feb 28, 09:31",16h 18m
NEW PRIME,Crude Oil Tanker,333,60,,2018,,Hong Kong,9799123,,,,,,-,,,126.5°,13.2 kn,18.1 m,-,"Apr 14, 2023 21:31 UTC",477148100,VRRH3,159843,311003,-,-,-,-,"Das Island LNG LNG Term., United Arab Emirates (UAE)","Apr 8, 07:23","Apr 8, 19:33",12h 10m,"Al Shaheen Gas Field North Term., Qatar","Apr 6, 14:10","Apr 7, 12:47",22h 36m,"Ras Laffan, Qatar","Apr 4, 10:20","Apr 6, 01:18",1d 14h,"Ras Laffan Anch., Qatar","Apr 2, 07:21","Apr 4, 08:56",2d 1h,"Singapore Anch. 5, Singapore","Mar 18, 00:37","Mar 18, 20:59",20h 22m
NEW HONOR,Crude Oil Tanker,333,60,,2019,,Hong Kong,9799159,,,,,,,,,122.5°,13.2 kn,19.9 m,-,"Apr 18, 2023 09:15 UTC",477237400,VRSH7,159843,311080,-,-,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 14, 18:11","Apr 16, 18:04",1d 23h,"Ras Tanura Anch., Saudi Arabia","Apr 13, 16:45","Apr 14, 15:38",22h 52m,"Lanshan, China","Mar 19, 08:30","Mar 22, 00:24",2d 15h,"Mina' al Fahl Term., Oman","Feb 21, 05:41","Feb 23, 12:59",2d 7h,,,,
